Volatility 3 Framework 2.5.2

Session ID	Session Type	Process ID	Process	User Name	Create Time
0	-	3240	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:15.000000 
0	-	3280	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 11:59:15.000000 
0	-	3292	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:15.000000 
0	-	3316	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:15.000000 
0	-	3352	DSDFunctionKey	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:15.000000 
0	-	3360	RMService.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:15.000000 
0	-	3368	dynabookSystem	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:15.000000 
0	-	3432	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 11:59:15.000000 
0	-	3444	MsMpEng.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:15.000000 
0	-	3620	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:16.000000 
0	-	3732	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:16.000000 
0	-	3844	SearchIndexer.	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:16.000000 
0	-	3868	AggregatorHost	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:20.000000 
0	-	4360	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 11:59:25.000000 
0	-	4812	MicrosoftEdgeU	-	2024-02-16 11:59:29.000000 
0	-	4952	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:30.000000 
0	-	5024	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:30.000000 
0	-	5052	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:30.000000 
0	-	3608	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:31.000000 
0	-	4776	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 11:59:31.000000 
0	-	6488	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 11:59:54.000000 
0	-	6948	SecurityHealth	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 11:59:59.000000 
0	-	6628	GoogleCrashHan	-	2024-02-16 12:00:24.000000 
0	-	64	GoogleCrashHan	-	2024-02-16 12:00:24.000000 
0	-	8136	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:01:18.000000 
0	-	8164	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 12:01:19.000000 
0	-	6932	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:01:19.000000 
0	-	3500	SgrmBroker.exe	-	2024-02-16 12:01:20.000000 
0	-	3560	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:01:21.000000 
0	-	7304	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 12:01:21.000000 
0	-	8676	svchost.exe	-	2024-02-16 12:02:13.000000 
0	-	2084	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:03:33.000000 
0	-	2412	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:05:29.000000 
0	-	2156	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 12:24:38.000000 
0	-	1724	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:24:40.000000 
0	-	7796	svchost.exe	NT AUTHORITY/SERVICIO LOCAL	2024-02-16 12:24:41.000000 
0	-	8372	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:24:42.000000 
0	-	6452	svchost.exe	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:25:02.000000 
0	-	6584	SearchProtocol	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:29:44.000000 
0	-	8800	SearchFilterHo	WORKGROUP/DESKTOP-EEQHHAF$	2024-02-16 12:29:45.000000 
1	-	640	csrss.exe	/SYSTEM	2024-02-16 11:59:10.000000 
1	-	1008	winlogon.exe	/SYSTEM	2024-02-16 11:59:11.000000 
1	-	288	fontdrvhost.ex	Font Driver Host/UMFD-1	2024-02-16 11:59:11.000000 
1	-	532	dwm.exe	/SYSTEM	2024-02-16 11:59:11.000000 
1	-	4600	Apoint.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:29.000000 
1	-	4608	sihost.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:29.000000 
1	-	4636	DSDFunctionKey	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:29.000000 
1	-	4676	svchost.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:29.000000 
1	-	4704	svchost.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:29.000000 
1	-	4788	taskhostw.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:29.000000 
1	-	5116	ctfmon.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:30.000000 
1	-	3172	igfxEM.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:30.000000 
1	-	2600	igfxHK.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:30.000000 
1	-	4264	ApMsgFwd.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:31.000000 
1	-	4276	igfxTray.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:31.000000 
1	-	5264	userinit.exe	-	2024-02-16 11:59:33.000000 
1	-	5296	hidfind.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:33.000000 
1	Console	5316	explorer.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:33.000000 
1	-	5344	ApntEx.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:33.000000 
1	-	5380	conhost.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:33.000000 
1	-	5576	svchost.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:35.000000 
1	-	5392	StartMenuExper	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:40.000000 
1	-	5772	RuntimeBroker.	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:42.000000 
1	-	5800	SearchApp.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:44.000000 
1	-	4900	RuntimeBroker.	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:47.000000 
1	-	5748	SkypeBackgroun	-	2024-02-16 11:59:48.000000 
1	Console	6912	SecurityHealth	DESKTOP-EEQHHAF/usuario	2024-02-16 11:59:59.000000 
1	Console	7060	OneDrive.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 12:00:00.000000 
1	-	1184	RuntimeBroker.	DESKTOP-EEQHHAF/usuario	2024-02-16 12:00:25.000000 
1	-	1896	ShellExperienc	DESKTOP-EEQHHAF/usuario	2024-02-16 12:00:34.000000 
1	-	2576	RuntimeBroker.	DESKTOP-EEQHHAF/usuario	2024-02-16 12:00:35.000000 
1	-	3576	TextInputHost.	DESKTOP-EEQHHAF/usuario	2024-02-16 12:00:41.000000 
1	-	4528	SkypeApp.exe	-	2024-02-16 12:00:47.000000 
1	-	3856	chrome.exe	-	2024-02-16 12:00:49.000000 
1	-	7768	RuntimeBroker.	DESKTOP-EEQHHAF/usuario	2024-02-16 12:01:03.000000 
1	-	7884	svchost.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 12:01:22.000000 
1	-	1520	ApplicationFra	DESKTOP-EEQHHAF/usuario	2024-02-16 12:03:11.000000 
1	-	7988	WinStore.App.e	-	2024-02-16 12:03:11.000000 
1	-	6524	RuntimeBroker.	DESKTOP-EEQHHAF/usuario	2024-02-16 12:03:16.000000 
1	-	1044	SystemSettings	-	2024-02-16 12:03:31.000000 
1	-	8108	UserOOBEBroker	DESKTOP-EEQHHAF/usuario	2024-02-16 12:03:33.000000 
1	Console	1800	git-bash.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 12:06:42.000000 
1	Console	3276	mintty.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 12:06:42.000000 
1	-	3636	mintty.exe	-	2024-02-16 12:06:42.000000 
1	-	7228	cygwin-console	-	2024-02-16 12:06:42.000000 
1	Console	2300	conhost.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 12:06:42.000000 
1	-	1348	bash.exe	-	2024-02-16 12:06:43.000000 
1	-	3516	smartscreen.ex	DESKTOP-EEQHHAF/usuario	2024-02-16 12:23:36.000000 
1	-	5384	FTK Imager.exe	DESKTOP-EEQHHAF/usuario	2024-02-16 12:23:42.000000 
1	-	9096	git.exe	-	2024-02-16 12:25:46.000000 
1	Console	8700	ed01ebfbc9eb5b	DESKTOP-EEQHHAF/usuario	2024-02-16 12:29:40.000000 
N/A	-	1976	MemCompression	-	2024-02-16 11:59:12.000000 
